State	Haunted_Places_Year	Haunted_Places_Witness_Count_Description	Audio_Evidence_Count_Description	Visual_Evidence_Count_Description	Morning_Event_Count_Description	Evening_Event_Count_Description	Dusk_Event_Count_Description	Avg_Daylight_Hours_In_Year_Description	Appar_Orb_Count_Description	Appar_Ghost_Count_Description	Appar_UFO_Count_Description	Murder_Event_Count_Description	Death_Event_Count_Description	Supernatural_Event_Count_Description	Binge_Drinking_Rate_Description	Annual_Alcohol_Deaths_Description	Violent_Crime_Per_100k_Description	Homicide_Incidents_Per_100K_Description	Anxiety_Disorder_Count_Description	Attention_Deficit/Hyperactivity_Disorder_Count_Description	Bipolar_Disorder_Count_Description	Primary_Depressive_Disorder_Count_Description	Trauma_And_Stressor_Related_Disorder_Count_Description	Primary_Schizophrenia_And_Other_Psychotic_Disorders_Count_Description	Co_Occurring_Mental_Health_And_Substance_Use_Disorders_Count_Description	Ozone_ppb_Description	SO2_ppb_Description	CO_ppb_Description	PM25_ugm3_Description	PM25_sulfate_ugm3_Description	PM25_nitrate_ugm3_Description	Extreme_Precipitation_Event_Rate_Description	Precipitation_Impact_Rate_Description	Precipitation_Variability_Description
massachusetts	2017	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	High Alcohol Consumption	Few Alcohol-Related Deaths		Moderate Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Good Air Quality	Poor Air Quality	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
massachusetts	2016	Moderate Witnesses	Some Evidence	Some Evidence	Occasional Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Moderate Sightings	Moderate Sightings	Many Incidents	Few Incidents	Few Paranormal Incidents	High Alcohol Consumption	Few Alcohol-Related Deaths		Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
michigan	2024	Few Witnesses	Strong Evidence	Little Evidence	Occasional Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Some Incidents	Few Incidents	Few Paranormal Incidents																				
michigan	2023	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Poor Air Quality	Poor Air Quality	Good Air Quality	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
michigan	2021	Moderate Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents				High Homicide Rate	Few Reported Cases	Moderate Cases	Moderate Cases	Moderate Cases	Moderate Cases	Few Reported Cases	High Prevalence	Moderate Air Pollution	Good Air Quality	Poor Air Quality	Moderate Air Pollution	Poor Air Quality	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
michigan	2020	Many Witnesses	Some Evidence	Some Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Moderate Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents				Moderate Homicide Rate	Few Reported Cases	Moderate Cases	Moderate Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
michigan	2019	Few Witnesses	Little Evidence	Little Evidence	Occasional Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		Moderate Homicide Rate	Few Reported Cases	Moderate Cases	Moderate Cases	Moderate Cases	Few Reported Cases	Few Reported Cases	Moderate Cases	Moderate Air Pollution	Good Air Quality	Poor Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
michigan	2018	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		Moderate Homicide Rate	Few Reported Cases	Moderate Cases	Moderate Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Cases	Moderate Air Pollution	Good Air Quality	Poor Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
michigan	2017	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		Moderate Homicide Rate	Few Reported Cases	Few Reported Cases	Moderate Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Poor Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
michigan	2016	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Long daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
michigan	2015	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Poor Air Quality	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
michigan	2013	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Poor Air Quality	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
minnesota	2024	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Frequent Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents																				
minnesota	2023	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
minnesota	2022	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides	High Prevalence	High Prevalence	Few Reported Cases	High Prevalence	High Prevalence	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Good Air Quality	Good Air Quality	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
minnesota	2020	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides	High Prevalence	Moderate Cases	Few Reported Cases	Moderate Cases	High Prevalence	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Good Air Quality	Good Air Quality	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
mississippi	2024	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents																				
missouri	2024	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents																				
missouri	2022	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				High Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
missouri	2020	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents				High Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
missouri	2019	Few Witnesses	Some Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		High Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
missouri	2018	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		High Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
missouri	2016	Moderate Witnesses	Some Evidence	Some Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		High Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
missouri	2015	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		High Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
missouri	2014	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Poor Air Quality	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
montana	2020	Few Witnesses	Some Evidence	Little Evidence	Occasional Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Good Air Quality	Good Air Quality	Moderate Air Pollution	Good Air Quality	Moderate Variability	Moderate Precipitation Impact	Extreme Weather Variability
nebraska	2024	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents																				
nebraska	2023	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides								Poor Air Quality	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution		Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
nebraska	2020	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Stable Weather Patterns	Moderate Precipitation Impact	Moderate Variability
nebraska	2018	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	High Alcohol Consumption	Few Alcohol-Related Deaths		Few Homicides	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Moderate Variability
nebraska	2016	Few Witnesses	Some Evidence	Little Evidence	Rare Events	Frequent Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents	High Alcohol Consumption	Few Alcohol-Related Deaths		Few Homicides								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Moderate Variability
nebraska	2015	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	High Alcohol Consumption	Few Alcohol-Related Deaths		Few Homicides								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Good Air Quality	Stable Weather Patterns	Moderate Precipitation Impact	Moderate Variability
nebraska	2014	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Moderate Precipitation Impact	Extreme Weather Variability
nebraska	2013	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Moderate Precipitation Impact	Moderate Variability
nevada	2024	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents																				
nevada	2019	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		High Homicide Rate	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Poor Air Quality	Good Air Quality	Moderate Air Pollution	Good Air Quality	Good Air Quality	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
nevada	2016	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		High Homicide Rate								Poor Air Quality	Good Air Quality	Moderate Air Pollution	Good Air Quality	Good Air Quality	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
new hampshire	2022	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Good Air Quality	Good Air Quality	Good Air Quality	Good Air Quality	Moderate Variability	Moderate Precipitation Impact	Moderate Variability
new hampshire	2020	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides								Moderate Air Pollution	Good Air Quality	Good Air Quality	Good Air Quality	Good Air Quality	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Moderate Variability
new hampshire	2016	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		Few Homicides								Moderate Air Pollution	Good Air Quality	Good Air Quality	Good Air Quality	Good Air Quality	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Moderate Variability
new jersey	2024	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents																				
new jersey	2022	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents				Few Homicides	Few Reported Cases	Few Reported Cases	Moderate Cases	Moderate Cases	Moderate Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Poor Air Quality	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
new jersey	2021	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides	Few Reported Cases	Few Reported Cases	Moderate Cases	Moderate Cases	Moderate Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Poor Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
new jersey	2020	Few Witnesses	Some Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events		Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides	Few Reported Cases	Moderate Cases	Moderate Cases	Moderate Cases	Moderate Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
new jersey	2019	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Moderate Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents	Low Alcohol Consumption	Few Alcohol-Related Deaths		Few Homicides	Few Reported Cases	Moderate Cases	Moderate Cases	Moderate Cases	Moderate Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
new jersey	2018	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Short daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Low Alcohol Consumption	Few Alcohol-Related Deaths		Few Homicides	Few Reported Cases	Moderate Cases	Moderate Cases	Moderate Cases	Moderate Cases	Few Reported Cases	Few Reported Cases	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
new jersey	2016	Few Witnesses	Some Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents	Low Alcohol Consumption	Few Alcohol-Related Deaths		Few Homicides								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
new jersey	2014	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Moderate Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Few Homicides								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
new mexico	2015	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Few Alcohol-Related Deaths		High Homicide Rate								Poor Air Quality	Good Air Quality	Moderate Air Pollution	Good Air Quality	Good Air Quality	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
new mexico	2014	Few Witnesses	Little Evidence	Little Evidence	Occasional Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents				High Homicide Rate								Poor Air Quality	Good Air Quality	Moderate Air Pollution	Good Air Quality	Good Air Quality	Good Air Quality	Stable Weather Patterns	Low Precipitation Impact	Moderate Variability
new york	2024	Moderate Witnesses	Little Evidence	Little Evidence	Occasional Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Moderate Paranormal Activity																				
new york	2023	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Long daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
new york	2022	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents				Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
new york	2020	Many Witnesses	Little Evidence	Some Evidence	Occasional Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Moderate Sightings	Moderate Sightings	Many Incidents	Some Incidents	Moderate Paranormal Activity				Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
new york	2019	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Moderate Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Moderate Alcohol-Related Deaths		Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
new york	2018	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Moderate Alcohol-Related Deaths		Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
new york	2017	Few Witnesses	Little Evidence	Little Evidence	Rare Events	Rare Events	Occasional Events	Moderate daylight duration	Moderate Sightings	Few Sightings	Moderate Sightings	Few Incidents	Few Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Moderate Alcohol-Related Deaths		Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
new york	2016	Moderate Witnesses	Some Evidence	Little Evidence	Rare Events	Frequent Events	Occasional Events	Long daylight duration	Moderate Sightings	Moderate Sightings	Moderate Sightings	Few Incidents	Some Incidents	Few Paranormal Incidents	Moderate Alcohol Consumption	Moderate Alcohol-Related Deaths		Moderate Homicide Rate								Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Good Air Quality	Moderate Air Pollution	Moderate Air Pollution	Stable Weather Patterns	Low Precipitation Impact	Stable Weather Patterns
